informal,escolaridad,edad,sexo,area,fexp
0,11,47,1,1,188.1375269940582
0,2,47,1,0,137.83872405734712
0,12,34,0,1,355.32102589276155
0,17,64,1,1,195.3948657498518
0,7,40,0,1,494.4872925946348
1,14,32,0,1,196.55816092877896
0,0,54,1,1,227.36122105218266
0,2,38,0,1,321.50038829541563
0,7,31,0,1,410.75793193608723
0,3,19,1,0,261.28339940553514
0,15,28,1,0,240.19521520503125
0,9,56,1,0,498.03702511766375
0,11,55,0,1,54.722138512975
0,13,51,1,1,452.7793799830606
0,13,55,0,1,117.11337167288184
0,1,51,1,1,403.666374294011
0,4,35,1,1,328.0692019308341
0,4,47,1,1,203.83127847414144
0,5,32,1,1,443.24372998445824
0,12,44,0,0,55.80825259144639
1,8,51,1,0,152.01079343371566
0,14,55,1,1,305.1017583122912
0,13,50,0,1,208.1940170223641
0,6,41,1,1,324.66987289324743
0,1,32,0,1,60.84958703390007
0,6,47,1,1,102.40651871677063
0,5,59,1,0,107.19330809829766
0,16,34,1,0,135.17764066220425
1,1,22,0,1,256.69914836024424
0,2,46,1,1,388.45791479460706
0,4,21,1,1,457.4924770680055
0,4,27,1,1,425.9176386279107
0,0,34,0,1,138.59954229905762
0,7,27,0,1,248.51774850378456
0,11,34,1,1,139.73521899134076
0,3,37,0,1,169.01231750023584
0,12,41,1,1,276.59614168034875
1,14,22,1,1,80.64906112558515
0,10,51,1,1,148.17844831697295
0,9,23,1,0,470.9201725882028
0,2,19,1,1,259.75233169632
0,13,30,0,1,250.4239366900425
0,15,60,0,1,56.555219638075506
0,9,60,0,1,161.3298861762556
0,9,28,0,1,439.8315961919816
0,11,64,1,1,124.08279271640093
1,8,40,1,1,236.80622279062447
1,0,33,1,0,56.448907640150566
1,4,48,1,1,265.2509667517501
1,7,28,1,1,59.45949802679772
0,10,33,1,1,418.82429887960996
1,11,25,1,1,421.18419536919663
1,0,21,1,1,404.4839847360664
1,10,57,0,1,177.51383100100318
1,4,21,0,1,426.7567481998181
1,14,42,0,1,294.3491596723712
0,4,20,1,0,218.21364899015109
0,11,49,1,1,331.39848186690483
0,4,20,0,1,55.5534707271683
0,16,44,0,1,114.33239492033847
1,16,46,1,0,384.0320921766183
0,11,49,0,1,159.87272392226885
1,14,36,0,1,319.10410279793734
0,14,38,1,0,223.29617127036335
1,5,22,0,1,434.66260045966766
0,11,35,0,1,478.5868876984896
0,17,45,1,1,447.6041277665857
0,13,59,1,1,171.7789976121185
0,1,39,1,1,137.37329107073703
0,8,38,0,1,263.49570212933077
1,4,23,0,1,53.30036787628112
0,0,18,0,0,61.61422678843178
1,2,22,1,0,298.98078783035004
1,5,58,1,1,284.2022318743787
1,4,29,0,0,497.56189506586696
1,4,43,1,1,140.82882591369113
0,0,63,0,1,166.1467681222108
0,16,51,0,1,101.09328904682901
1,18,31,0,1,462.8943543441851
0,13,43,0,1,400.0150600063028
0,11,62,1,1,420.05260015558133
0,9,44,1,1,456.24370458402893
0,17,26,0,0,286.2049940266272
0,10,43,1,1,253.03693615282566
0,1,64,0,1,198.6761631495274
0,17,39,1,1,315.14657645653494
0,6,64,1,1,254.42527855542014
1,14,47,0,0,253.2045139725088
0,10,60,1,1,471.6175386790125
0,17,34,0,1,492.8141814256086
0,11,43,0,1,408.41797519831135
1,5,53,0,1,390.5411406111177
0,12,18,1,1,356.25117280059567
0,15,25,1,1,124.73368355008117
0,17,52,0,1,76.59761939404454
0,9,32,1,1,360.8268418009684
0,7,64,1,1,377.9538000154592
0,17,39,1,0,71.1378459941629
0,0,31,1,1,467.62328760298163
0,7,43,1,1,91.0132877501049
1,5,45,0,1,178.65524019704108
1,4,40,0,1,352.575415759417
0,14,31,1,1,126.44266748201434
0,14,41,0,1,74.93714979901
1,1,19,1,1,199.0159201238674
0,0,62,1,1,394.6872086848306
1,10,43,0,0,236.15540554336715
0,9,31,0,0,343.8378148585727
1,17,24,0,1,310.8285937526615
0,17,20,1,0,59.99831691151118
0,16,64,0,0,494.842994170568
1,7,40,0,1,68.6426399687245
0,14,63,0,1,485.51123194181827
0,7,60,0,1,297.4388802639792
0,16,64,0,0,483.42156217927993
0,11,62,0,1,101.63911973622595
0,7,35,1,0,270.68383363348096
0,13,55,0,1,126.27684133972639
0,3,52,0,1,72.93869466009909
1,0,32,0,1,327.8881017780402
0,0,42,0,1,143.50253943276115
0,18,54,1,0,314.46365822939566
0,15,45,1,1,100.56401687704353
1,13,27,0,1,199.39391214471624
0,15,56,1,1,401.7346511239612
0,4,34,0,0,246.67318482898443
0,8,56,0,1,332.4854367038014
0,1,39,1,1,341.3560733354957
0,17,43,1,1,429.68976979428214
0,5,61,1,1,196.2152574829886
0,8,42,0,1,359.2830031621329
1,0,34,1,1,482.72711317077454
0,8,30,0,1,378.6095004610406
0,15,37,0,1,270.441714522985
0,12,42,1,1,333.82285002136814
1,8,21,0,1,382.85730399339866
0,12,27,1,1,325.52409456224257
0,8,20,1,1,57.50411607042762
0,10,58,0,1,137.64807395925163
0,3,62,1,1,414.71069774695974
1,1,35,1,1,172.6927912906181
0,5,64,0,1,379.20295380251025
0,13,53,1,1,217.45409685876442
0,3,64,1,1,284.84794767107445
0,5,39,0,0,80.58798491873166
1,18,51,1,1,131.5515024723693
0,5,64,1,1,480.73863358365554
1,1,25,0,0,450.5621240511113
0,17,57,1,1,343.52379990457257
0,12,61,0,1,256.8400688235818
0,8,36,1,0,354.0925818028507
0,18,59,1,1,328.3746300922725
0,12,58,0,1,305.84851502207545
0,10,54,0,1,76.62968233859382
1,0,23,1,1,334.7611747976781
1,6,43,0,0,396.0140200570258
0,14,51,1,0,497.336744590509
1,0,62,0,1,54.985348667439354
0,11,23,1,1,378.57805398980446
1,6,54,1,1,307.3051921711912
0,14,50,1,0,245.3234792364305
0,18,39,0,1,107.40657855711689
1,0,38,1,0,234.0883168856943
0,16,23,1,0,209.46973234376088
0,16,23,0,1,186.273450040434
0,2,21,0,1,378.89583049499345
0,11,47,0,1,365.32648457791873
1,5,28,1,1,315.0590409414102
0,10,47,1,1,472.3991659820175
0,2,48,0,1,207.4344728813845
1,7,41,1,1,159.7108719695808
0,13,26,0,1,345.1564908942798
0,13,20,0,1,139.46632742183132
0,9,48,1,1,191.75472823254108
0,1,57,1,0,151.07109803369818
0,13,54,1,1,81.11910547332555
1,8,53,0,0,422.37443373605305
1,2,41,1,1,164.54324431474754
0,7,48,0,1,262.8623765043593
0,15,23,0,0,69.49187296444038
1,1,19,0,0,364.7027598136894
0,5,37,1,1,198.75245103783087
0,11,45,1,1,385.1315275231445
0,4,28,0,0,235.58137721053976
1,1,21,1,1,138.0900228825311
0,15,32,1,1,280.92878702691615
0,4,23,0,1,108.7270518368479
0,14,47,1,1,248.24262194284765
0,11,55,1,1,192.78746483921896
0,3,19,0,1,460.3818128898349
0,14,32,0,1,77.41792477432398
0,10,28,1,1,362.30783634758393
1,15,25,1,0,132.23802469434617
0,5,43,1,0,193.5702834495079
0,13,62,0,0,236.98132837792969
0,17,61,1,1,458.6067902187384
1,11,22,0,1,159.1602197332213
0,10,23,0,1,91.08896114510159
1,12,43,1,1,193.41032179573563
0,10,21,0,1,97.10418674099
0,15,36,0,0,107.86841868224863
0,14,37,0,1,308.232769088762
0,14,50,0,1,77.405869894772
1,3,37,0,1,63.918896627104715
0,10,29,1,1,371.486345661724
0,18,64,0,1,212.74119267847004
0,14,18,1,1,106.41890715524298
0,3,43,1,1,164.1257468868687
0,12,31,1,1,338.93892830857953
0,18,55,0,1,173.99145521338303
1,1,54,1,0,272.53450630418354
0,13,28,1,1,104.76288802700253
0,3,53,1,0,314.64213692245113
0,15,30,1,1,192.23495772946882
0,13,60,1,0,332.13579553792243
0,14,20,0,1,413.7776970368103
0,2,50,1,1,325.2408887254966
1,7,23,1,1,183.0864031677593
0,15,27,1,0,165.0846656967352
0,9,22,1,0,197.3394314300516
1,3,40,0,0,124.07923095642718
0,17,27,1,0,131.52733288250903
0,1,61,0,0,405.81099585507553
0,16,19,0,1,223.12965942835024
